Survived,Sex,Pclass,Age,Fare,SibSp,Parch,Embarked,Lifeboat,Cabin,FamilySize
0,male,3,25.0,7.75,0,0,Q,X,X,1
1,female,2,50.0,10.5,0,0,S,13,X,1
0,male,1,57.0,221.7792,0,0,S,X,C,1
0,male,3,39.0,7.925,0,0,S,X,X,1
0,male,2,23.0,11.5,2,1,S,X,X,4
1,female,2,2.0,26.0,1,1,S,11,X,3
0,male,3,17.0,7.2292,0,0,C,X,X,1
0,male,3,15.0,7.2292,1,1,C,X,X,3
1,female,3,24.0,22.3583,0,2,C,C,X,3
0,female,3,30.0,8.6625,0,0,S,X,X,1
1,female,2,7.0,26.25,0,2,S,14,X,3
0,male,1,46.0,26.55,0,0,S,X,B,1
1,female,1,27.0,106.425,0,0,C,2,X,1
0,male,3,69.0,14.5,0,0,S,X,X,1
1,female,1,22.0,49.5,0,2,C,5,B,3
1,female,1,39.0,71.0,0,2,S,7,B,3
0,female,3,9.0,31.275,4,2,S,X,X,7
0,female,3,11.0,31.275,4,2,S,X,X,7
1,male,2,32.0,26.0,1,0,S,13,X,2
0,male,1,50.0,106.425,1,0,C,X,C,2
0,male,1,64.0,26.0,0,0,S,X,X,1
1,female,2,19.0,26.0,1,0,S,13,X,2
1,male,2,26.0,13.8625,0,0,C,9,X,1
0,male,3,33.0,20.525,1,1,S,X,X,3
1,male,2,8.0,36.75,1,1,S,14,X,3
1,male,1,17.0,110.8833,0,2,C,B,C,3
0,male,2,27.0,26.0,0,0,S,X,X,1
0,male,3,21.0,7.8292,0,0,Q,X,X,1
1,male,3,22.0,7.225,0,0,C,6,X,1
1,female,3,22.0,7.775,0,0,S,C,X,1
0,male,1,62.0,26.55,0,0,S,X,X,1
1,female,1,48.0,39.6,1,0,C,1,A,2
0,male,1,40.0,227.525,0,0,C,X,X,1
1,female,1,39.0,79.65,1,1,S,8,E,3
1,female,3,36.0,17.4,1,0,S,13,X,2
0,male,3,30.0,7.75,0,0,Q,X,X,1
0,male,3,40.0,7.8958,0,0,S,X,X,1
0,male,2,28.0,13.5,0,0,S,X,X,1
0,male,3,39.0,8.05,0,0,S,X,X,1
0,female,3,63.0,8.05,0,0,S,X,X,1
0,male,3,24.0,24.15,2,0,S,X,X,3
0,male,3,19.0,7.8958,0,0,S,X,X,1
0,female,3,29.0,21.075,0,4,S,X,X,5
0,male,3,28.0,7.2292,0,0,C,X,X,1
1,male,3,32.0,7.8542,0,0,S,15,X,1
1,male,2,62.0,10.5,0,0,S,15,X,1
1,female,1,53.0,51.4792,2,0,S,2,C,3
1,male,1,36.0,26.3875,0,0,S,5,E,1
1,female,3,22.0,7.75,0,0,Q,D,X,1
0,male,3,16.0,8.05,0,0,S,X,X,1
0,male,3,19.0,14.5,0,0,S,X,X,1
1,female,2,34.0,13.0,0,0,S,12,X,1
1,female,1,39.0,55.9,1,0,S,11,E,2
0,female,3,18.0,14.4583,1,0,C,X,X,2
1,male,3,32.0,7.925,0,0,S,15,X,1
1,female,2,25.0,30.0,1,1,S,12,X,3
1,female,1,39.0,110.8833,1,1,C,4,C,3
0,male,2,55.0,26.0,0,0,S,X,X,1
0,male,1,36.0,40.125,0,0,C,X,A,1
0,male,3,16.0,8.7125,0,0,C,X,X,1
1,female,1,18.0,79.65,0,2,S,8,E,3
0,male,2,47.0,15.0,0,0,S,X,X,1
1,male,1,60.0,79.2,1,1,C,5,B,3
0,male,3,22.0,8.05,0,0,S,X,X,1
0,male,3,22.0,8.05,0,0,S,X,X,1
0,male,3,35.0,7.125,0,0,S,X,X,1
1,female,1,52.0,78.2667,1,0,C,4,D,2
0,male,3,47.0,7.25,0,0,S,X,X,1
0,female,3,40.0,7.75,0,2,Q,X,X,3
0,male,2,36.0,26.0,1,0,S,X,X,2
0,male,3,36.0,24.15,1,1,S,X,X,3
1,female,2,31.0,33.0,0,0,S,11,X,1
0,male,3,49.0,0.0,0,0,S,X,X,1
0,male,3,18.0,7.225,0,0,C,X,X,1
1,male,1,49.0,56.9292,1,0,C,1,A,2
1,female,2,24.0,27.0,2,1,S,12,X,4
0,male,3,42.0,7.8958,0,0,S,X,X,1
0,male,1,37.0,42.4,0,0,S,X,X,1
0,male,3,44.0,8.05,0,0,S,X,X,1
1,male,1,40.0,26.55,0,0,C,15,X,1
0,male,3,36.0,15.55,1,0,S,A,X,2
0,male,3,30.0,7.8958,0,0,S,X,X,1
1,male,1,27.0,30.5,0,0,S,3,X,1
1,female,2,22.0,41.5792,1,2,C,14,X,4
1,female,1,40.0,153.4625,0,0,S,3,C,1
0,female,3,39.0,31.275,1,5,S,X,X,7
0,male,3,21.0,7.05,0,0,S,X,X,1
1,female,3,25.0,15.5,1,0,Q,16,X,2
0,male,3,22.0,7.75,0,0,Q,X,X,1
0,male,3,35.0,8.05,0,0,S,X,X,1
1,female,2,24.0,65.0,1,2,S,9,X,4
0,male,3,34.0,14.4,1,1,S,X,X,3
0,female,3,26.0,16.1,1,0,S,X,X,2
1,female,2,4.0,39.0,2,1,S,11,F,4
0,male,2,26.0,10.5,0,0,S,X,X,1
0,male,3,27.0,14.4542,1,0,C,X,X,2
1,male,1,42.0,52.5542,1,0,S,5,D,2
1,male,3,20.0,15.7417,1,1,C,C,X,3
0,male,3,21.0,7.8542,0,0,S,X,X,1
0,male,3,20.0,16.1,0,0,S,X,X,1
0,male,1,61.0,32.3208,0,0,S,X,D,1
0,male,2,52.0,12.35,0,0,Q,X,X,1
1,female,1,21.0,77.9583,0,0,S,10,D,1
0,male,3,26.0,7.8958,0,0,S,X,X,1
0,male,3,17.0,7.7333,0,0,Q,X,X,1
1,male,1,47.0,30.0,0,0,S,B,A,1
0,male,3,51.0,7.0542,0,0,S,X,X,1
1,male,1,32.0,30.5,0,0,C,3,B,1
0,male,1,29.0,0.0,0,0,S,X,X,1
0,female,3,9.0,27.9,3,2,S,X,X,6
1,female,2,28.0,13.0,0,0,S,13,X,1
0,male,3,32.0,7.925,0,0,S,X,X,1
0,male,2,31.0,26.25,1,1,S,X,X,3
0,female,3,41.0,39.6875,0,5,S,X,X,6
0,male,3,36.0,16.1,1,0,S,X,X,2
0,male,3,20.0,7.8542,0,0,S,X,X,1
1,female,1,24.0,69.3,0,0,C,9,B,1
0,female,3,2.0,27.9,3,2,S,X,X,6
1,male,3,32.0,56.4958,0,0,S,C,X,1
1,female,3,4.0,19.2583,2,1,C,C,X,4
1,male,1,48.0,76.7292,1,0,C,3,D,2
0,male,3,19.0,7.8958,0,0,S,X,X,1
1,male,1,56.0,35.5,0,0,C,3,A,1
0,male,3,18.0,7.55,0,0,S,X,X,1
1,female,3,24.0,7.55,0,0,S,C,X,1
0,male,3,23.0,7.8958,0,0,S,X,X,1
1,female,2,19.0,23.0,0,1,S,Q,X,2
0,male,3,21.0,8.4333,0,0,S,X,X,1
1,female,3,16.0,7.8292,0,0,Q,13,X,1
0,female,3,18.0,6.75,0,0,Q,X,X,1
0,male,2,24.0,73.5,2,0,S,X,X,3
0,male,3,27.0,7.8958,0,0,S,X,X,1
0,female,3,32.0,15.5,1,1,Q,X,X,3
0,male,2,23.0,13.0,0,0,S,X,X,1
0,male,1,58.0,113.275,0,2,C,X,D,3
1,male,1,49.0,133.65,2,0,S,5,X,3
0,male,3,40.0,7.225,0,0,C,X,X,1
0,male,1,37.0,25.5875,0,0,S,X,E,1
0,male,3,36.0,7.4958,0,0,S,X,X,1
1,male,3,20.0,7.925,1,0,S,15,X,2
0,male,2,30.0,73.5,2,0,S,X,X,3
0,male,2,25.0,13.0,0,0,S,X,X,1
0,male,3,49.0,7.775,0,0,S,X,X,1
0,male,3,43.0,8.05,0,0,S,X,X,1
1,female,1,48.0,52.0,1,0,S,5,C,2
1,female,2,40.0,39.0,1,1,S,14,X,3
0,male,1,31.0,52.0,1,0,S,X,B,2
0,male,2,71.0,10.5,0,0,S,X,X,1
1,male,2,32.0,13.0,0,0,S,9,X,1
0,male,2,15.0,0.0,0,0,S,X,X,1
0,male,3,18.0,7.775,0,0,S,X,X,1
0,male,3,33.0,8.05,0,0,S,X,X,1
1,female,3,18.0,9.8417,0,0,S,15,X,1
0,female,3,43.0,46.9,1,6,S,X,X,8
1,male,1,36.0,512.3292,0,1,C,3,B,2
0,female,3,26.0,8.1375,0,0,Q,X,X,1
1,male,1,27.0,76.7292,0,0,C,3,D,1
0,male,3,20.0,9.225,0,0,S,X,X,1
0,male,3,14.0,46.9,5,2,S,X,X,8
0,male,2,60.0,39.0,1,1,S,X,X,3
0,male,2,25.0,41.5792,1,2,C,X,X,4
0,male,3,15.0,39.6875,4,1,S,X,X,6
0,male,3,19.0,10.1708,0,0,S,X,X,1
0,male,3,18.0,7.7958,0,0,S,X,X,1
1,female,1,16.0,211.3375,0,1,S,2,B,2
1,male,1,31.0,57.0,1,0,S,3,B,2
1,female,3,4.0,13.4167,0,1,C,15,X,2
1,male,3,37.0,56.4958,0,0,S,C,X,1
0,male,3,25.0,7.225,0,0,C,X,X,1
0,male,1,59.0,26.55,0,0,S,X,X,1
0,male,2,52.0,13.5,0,0,S,X,X,1
0,male,3,44.0,8.05,0,0,S,X,X,1
1,female,3,19.0,7.7333,0,0,Q,16,X,1
0,male,1,49.0,110.8833,1,1,C,X,C,3
0,male,3,42.0,7.65,0,0,S,X,F,1
1,female,1,18.0,227.525,1,0,C,4,C,2
1,male,1,35.0,26.2875,0,0,S,5,E,1
0,female,3,12.0,14.4542,0,1,C,X,X,2
0,male,3,29.0,7.7417,0,0,Q,X,X,1
0,male,3,26.0,7.8542,1,0,S,X,X,2
0,male,2,38.0,26.0,0,0,S,X,X,1
1,female,2,45.0,13.5,0,0,S,9,X,1
1,male,1,42.0,26.2875,0,0,S,5,E,1
1,female,1,22.0,151.55,0,0,S,11,X,1
1,male,3,4.0,15.2458,1,1,C,C,X,3
1,female,1,24.0,49.5042,0,0,C,6,C,1
0,male,1,45.0,26.55,0,0,S,X,C,1
1,male,1,48.0,52.0,1,0,S,5,C,2
0,male,3,29.0,9.4833,0,0,S,X,X,1
0,male,2,52.0,13.0,0,0,S,X,X,1
0,male,3,19.0,7.65,0,0,S,X,F,1
1,female,1,39.0,227.525,0,0,C,4,C,1
1,female,2,27.0,10.5,0,0,S,16,E,1
0,male,3,19.0,15.5,0,0,Q,X,X,1
0,male,3,33.0,7.775,0,0,S,X,X,1
1,female,2,6.0,33.0,0,1,S,11,X,2
0,male,3,17.0,7.0542,1,0,S,X,X,2
0,male,2,34.0,13.0,0,0,S,X,X,1
0,male,2,50.0,13.0,0,0,S,X,X,1
1,male,1,27.0,53.1,1,0,S,5,E,2
0,male,3,20.0,8.6625,0,0,S,X,X,1
1,female,2,30.0,21.0,3,0,S,12,X,4
1,female,3,28.0,7.7375,0,0,Q,16,X,1
0,male,2,25.0,26.0,1,0,S,X,X,2
0,female,3,25.0,7.925,1,0,S,X,X,2
1,female,1,29.0,211.3375,0,0,S,2,B,1
0,male,3,11.0,18.7875,0,0,C,X,X,1
0,male,2,39.0,0.0,0,0,S,X,X,1
0,male,2,23.0,13.0,0,0,S,X,X,1
0,male,2,23.0,13.0,0,0,S,X,X,1
0,male,3,28.0,16.1,0,0,S,X,X,1
0,female,3,48.0,34.375,1,3,S,X,X,5
1,male,1,35.0,512.3292,0,0,C,3,B,1
0,male,3,20.0,7.8958,0,0,S,X,X,1
0,male,3,32.0,7.8958,0,0,S,X,X,1
1,male,1,45.0,30.0,0,0,S,3,D,1
0,male,1,36.0,78.85,1,0,S,X,C,2
1,female,1,21.0,262.375,2,2,C,4,B,5
0,male,3,27.0,16.1,1,0,S,X,X,2
1,male,3,31.0,7.925,0,0,S,9,X,1
0,male,1,70.0,71.0,1,1,S,X,B,3
0,male,3,16.0,20.25,1,1,S,X,X,3
1,female,2,30.0,13.0,0,0,S,10,X,1
0,male,1,18.0,53.1,1,0,S,X,D,2
0,male,3,31.0,7.75,0,0,Q,X,X,1
1,female,2,4.0,23.0,1,1,S,14,X,3
1,male,3,7.0,12.475,0,1,S,14,E,2
0,male,3,35.0,9.5,0,0,S,X,X,1
0,male,3,23.0,7.8958,0,0,S,X,X,1
1,female,2,48.0,65.0,1,2,S,9,X,4
1,male,2,1.0,14.5,1,1,S,4,X,3
0,male,3,24.0,7.7958,0,0,S,X,X,1
0,male,2,18.0,11.5,0,0,S,X,X,1
0,male,3,34.0,8.05,0,0,S,X,X,1
1,female,1,34.0,86.5,0,0,S,8,B,1
0,male,3,21.0,14.5,0,0,S,X,X,1
0,male,3,41.0,7.125,0,0,S,X,X,1
1,male,3,27.0,7.2292,0,0,C,15,X,1
1,female,1,36.0,120.0,1,2,S,4,B,4
0,male,3,16.0,7.775,0,0,S,X,X,1
1,female,1,51.0,77.9583,1,0,S,10,D,2
0,male,1,45.0,39.6,0,0,C,X,X,1
0,female,3,32.0,7.75,0,0,Q,X,X,1
0,male,3,27.0,24.15,1,0,Q,X,X,2
0,male,3,32.0,8.3625,0,0,S,X,X,1
0,male,3,24.0,9.5,0,0,S,X,X,1
0,male,3,48.0,7.8542,0,0,S,X,X,1
0,female,2,57.0,10.5,0,0,S,X,E,1
0,male,3,29.0,7.225,0,0,C,X,X,1
1,female,2,54.0,23.0,1,3,S,4,X,5
0,male,3,18.0,7.75,0,0,S,X,X,1
0,male,3,20.0,7.75,0,0,Q,X,F,1
1,female,3,6.0,12.475,0,0,S,13,X,1
0,male,3,22.0,7.7375,0,0,Q,X,X,1
1,female,1,43.0,211.3375,0,1,S,2,B,2
1,female,3,15.0,7.2292,0,0,C,C,X,1
1,female,1,17.0,57.0,1,0,S,3,B,2
0,male,1,29.0,30.0,0,0,S,X,D,1
0,male,3,35.0,23.45,1,2,S,X,X,4
0,male,3,25.0,7.05,0,0,S,X,X,1
0,male,3,25.0,7.25,0,0,S,X,X,1
1,female,3,18.0,7.4958,0,0,S,16,X,1
0,male,3,8.0,29.125,4,1,Q,X,X,6
1,male,3,1.0,20.575,1,2,S,10,X,4
0,male,1,46.0,79.2,0,0,C,X,B,1
0,male,3,23.0,7.75,0,0,Q,X,X,1
0,male,2,18.0,26.0,0,0,S,X,X,1
0,female,3,20.0,69.55,8,2,S,X,X,11
0,male,1,42.0,30.6958,0,0,C,14,X,1
0,male,3,25.0,7.8958,0,0,S,X,X,1
0,male,2,39.0,13.0,0,0,S,X,X,1
1,female,1,49.0,25.9292,0,0,S,8,D,1
1,female,3,31.0,8.6833,0,0,S,Q,X,1
0,male,3,33.0,7.2292,0,0,C,X,X,1
0,female,3,30.0,24.15,1,1,S,X,X,3
0,male,2,34.0,13.0,0,0,S,X,X,1
1,female,2,31.0,26.25,1,1,S,14,X,3
1,male,1,11.0,120.0,1,2,S,4,B,4
1,male,3,0.42,8.5167,0,1,C,16,X,2
1,male,3,27.0,6.975,0,0,S,15,X,1
0,male,3,31.0,7.775,0,0,S,X,X,1
0,male,1,39.0,0.0,0,0,S,X,A,1
0,female,3,18.0,7.775,0,0,S,X,X,1
0,male,2,31.0,13.0,0,0,S,X,X,1
1,female,1,32.0,53.1,1,0,S,5,E,2
0,male,3,23.0,7.8875,0,0,S,X,X,1
0,male,3,39.0,24.15,0,0,S,X,X,1
0,male,2,35.0,10.5,0,0,S,X,X,1
0,female,3,6.0,31.275,4,2,S,X,X,7
0,male,3,22.0,8.05,0,0,S,X,X,1
0,male,1,39.0,0.0,0,0,S,X,B,1
0,female,3,23.0,7.925,0,0,S,X,X,1
0,male,2,31.0,37.0042,1,1,C,X,X,3
0,male,3,43.0,6.45,0,0,S,X,X,1
0,male,3,11.0,27.9,3,2,S,X,X,6
1,female,1,52.0,93.5,1,1,S,3,B,3
1,male,3,29.0,8.6625,0,0,S,15,X,1
0,male,1,38.0,0.0,0,0,S,X,X,1
1,female,3,29.0,12.475,0,1,S,14,E,2
0,male,3,2.0,39.6875,4,1,S,X,X,6
0,male,3,42.0,6.95,0,0,Q,X,X,1
0,male,3,23.0,56.4958,0,0,S,X,X,1
1,male,2,1.0,37.0042,0,2,C,10,X,3
1,male,3,19.0,7.75,0,0,Q,15,X,1
1,female,1,62.0,80.0,0,0,X,6,B,1
1,female,3,15.0,14.4542,1,0,C,C,X,2
1,male,2,0.75,18.75,1,1,S,4,X,3
0,male,3,30.0,7.2292,0,0,C,X,X,1
0,male,3,23.0,7.8542,0,0,S,X,X,1
0,male,3,15.0,8.3,0,0,S,X,X,1
1,female,1,39.0,83.1583,1,1,C,14,E,3
0,male,3,21.0,8.6625,0,0,S,X,X,1
0,male,3,20.0,8.05,0,0,S,X,X,1
1,male,3,32.0,56.4958,0,0,S,C,X,1
1,male,1,28.0,29.7,0,0,C,7,C,1
0,male,3,19.0,7.925,0,0,S,X,X,1
0,male,2,16.0,10.5,0,0,S,X,X,1
1,female,1,30.0,31.0,0,0,C,4,X,1
0,male,3,30.0,6.4375,0,0,C,X,X,1
0,male,3,17.0,8.6625,0,0,S,X,X,1
0,male,3,40.0,7.55,0,0,S,X,X,1
0,male,3,18.0,69.55,8,2,S,X,X,11
0,male,3,35.0,7.8958,0,0,C,X,X,1
0,male,2,39.0,33.0,0,1,S,X,X,2
1,female,1,40.0,89.1042,1,0,C,5,C,2
0,male,3,4.0,31.275,4,2,S,X,X,7
0,male,3,74.0,7.775,0,0,S,X,X,1
0,female,3,7.0,15.2458,1,1,C,X,X,3
1,female,1,16.0,39.4,0,1,S,9,D,2
0,female,2,45.0,26.0,1,0,S,X,X,2
1,female,3,18.0,9.35,0,1,S,13,X,2
1,female,1,45.0,164.8667,1,1,S,8,X,3
1,male,1,51.0,26.55,0,0,S,A,E,1
1,female,3,24.0,19.2583,0,3,C,C,X,4
0,male,3,30.0,7.2292,0,0,C,X,X,1
0,male,3,41.0,14.1083,2,0,S,X,X,3
0,male,2,20.0,11.5,1,0,S,X,X,2
1,female,1,46.0,25.9292,0,0,S,8,D,1
0,female,3,14.0,69.55,8,2,S,X,X,11
0,male,2,24.0,13.0,0,0,S,X,X,1
1,female,2,42.0,13.0,0,0,S,Q,X,1
1,female,2,27.0,13.8583,1,0,C,12,X,2
0,male,1,31.0,50.4958,0,0,S,X,A,1
0,male,3,23.0,9.5,0,0,S,X,X,1
1,male,3,4.0,11.1333,1,1,S,15,X,3
0,male,3,26.0,7.8958,0,0,S,X,X,1
1,female,1,46.0,52.5542,1,1,S,5,D,3
0,male,1,33.0,5.0,0,0,S,X,B,1
0,male,3,46.0,9.0,0,0,S,X,X,1
1,female,2,28.0,24.0,1,0,C,10,X,2
1,female,3,15.0,7.225,0,0,C,C,X,1
0,male,3,19.0,9.8458,0,0,S,X,X,1
0,male,3,19.0,7.8958,0,0,S,X,X,1
0,male,3,23.0,7.8958,0,0,S,X,X,1
1,female,1,56.0,83.1583,0,1,C,7,C,2
1,female,2,25.0,26.0,0,1,S,12,X,2
0,male,3,33.0,7.8958,0,0,S,X,X,1
0,female,3,22.0,10.5167,0,0,S,X,X,1
0,male,2,28.0,10.5,0,0,S,X,X,1
0,male,3,25.0,7.05,0,0,S,X,X,1
0,female,3,39.0,29.125,0,5,Q,X,X,6
0,male,2,27.0,13.0,0,0,S,X,X,1
1,female,1,19.0,30.0,0,0,S,3,B,1
0,female,3,7.0,23.45,1,2,S,X,X,4
1,male,1,26.0,30.0,0,0,C,5,C,1
0,male,3,43.0,7.75,0,0,Q,X,X,1
